created_at,favorite_count,full_text,lang,quote_count,reply_count,retweet_count,cleaned_text,normalized_text,no_stopwords_text,stemmed_text,tokens_stemmed,tokens,cluster
Tue Apr 29 15:48:03 +0000 2025,3, Taufiq jg gugat KPU Surakarta SMAN 6 dan UGM. Dia bilang ada data yg janggal dalam ijazah Jokowi spt tanggal pendirian sekolah dan jurusan. Jokowi lulus SMA 1980 masuk Fakultas Kehutanan UGM tahun yg sama lulus 1985. Tim hukum Jokowi bantah semua tuduhan.,in,0,1,0,taufiq jg gugat kpu surakarta sman dan ugm dia bilang ada data yg janggal dalam ijazah jokowi spt tanggal pendirian sekolah dan jurusan jokowi lulus sma masuk fakultas kehutanan ugm tahun yg sama lulus tim hukum jokowi bantah semua tuduhan,taufiq juga gugat kpu surakarta sman dan ugm dia bilang ada data yang janggal dalam ijazah jokowi spt tanggal pendirian sekolah dan jurusan jokowi lulus sma masuk fakultas kehutanan ugm tahun yang sama lulus tim hukum jokowi bantah semua tuduhan,taufiq gugat kpu surakarta sman ugm bilang data janggal ijazah jokowi spt tanggal pendirian sekolah jurusan jokowi lulus sma masuk fakultas kehutanan ugm lulus tim hukum jokowi bantah tuduhan,taufiq gugat kpu surakarta sman ugm bilang data janggal ijazah jokowi spt tanggal diri sekolah jurus jokowi lulus sma masuk fakultas hutan ugm lulus tim hukum jokowi bantah tuduh,"['taufiq', 'gugat', 'kpu', 'surakarta', 'sman', 'ugm', 'bilang', 'data', 'janggal', 'ijazah', 'jokowi', 'spt', 'tanggal', 'diri', 'sekolah', 'jurus', 'jokowi', 'lulus', 'sma', 'masuk', 'fakultas', 'hutan', 'ugm', 'lulus', 'tim', 'hukum', 'jokowi', 'bantah', 'tuduh']","['taufiq', 'gugat', 'kpu', 'surakarta', 'sman', 'ugm', 'bilang', 'data', 'janggal', 'ijazah', 'jokowi', 'spt', 'tanggal', 'diri', 'sekolah', 'jurus', 'jokowi', 'lulus', 'sma', 'masuk', 'fakultas', 'hutan', 'ugm', 'lulus', 'tim', 'hukum', 'jokowi', 'bantah', 'tuduh']",0
Tue Apr 29 15:48:02 +0000 2025,9,‼️ Gugatan Terbaru ke Jokowi: Soal Esemka &amp; Ijazah [Tembus Media Internasional] 2 gugatan dilayangkan ke Pengadilan Negeri Surakarta awal April 2025. Gugatan I (9 April) diajukan oleh Aufaa Luqmana (19 tahun) warga Surakarta. Ia menuduh Jokowi ingkar janji tntg https://t.co/Ss51tajsWA,in,1,1,6,gugatan terbaru ke jokowi soal esemka amp ijazah tembus media internasional gugatan dilayangkan ke pengadilan negeri surakarta awal april gugatan i april diajukan oleh aufaa luqmana tahun warga surakarta ia menuduh jokowi ingkar janji tntg,gugatan terbaru ke jokowi soal esemka amp ijazah tembus media internasional gugatan dilayangkan ke pengadilan negeri surakarta awal april gugatan i april diajukan oleh aufaa luqmana tahun warga surakarta ia menuduh jokowi ingkar janji tntg,gugatan terbaru jokowi soal esemka amp ijazah tembus media internasional gugatan dilayangkan pengadilan negeri surakarta april gugatan i april diajukan aufaa luqmana warga surakarta menuduh jokowi ingkar janji tntg,gugat baru jokowi soal esemka amp ijazah tembus media internasional gugat layang adil negeri surakarta april gugat i april aju aufaa luqmana warga surakarta tuduh jokowi ingkar janji tntg,"['gugat', 'baru', 'jokowi', 'soal', 'esemka', 'amp', 'ijazah', 'tembus', 'media', 'internasional', 'gugat', 'layang', 'adil', 'negeri', 'surakarta', 'april', 'gugat', 'i', 'april', 'aju', 'aufaa', 'luqmana', 'warga', 'surakarta', 'tuduh', 'jokowi', 'ingkar', 'janji', 'tntg']","['gugat', 'baru', 'jokowi', 'soal', 'esemka', 'amp', 'ijazah', 'tembus', 'media', 'internasional', 'gugat', 'layang', 'adil', 'negeri', 'surakarta', 'april', 'gugat', 'i', 'april', 'aju', 'aufaa', 'luqmana', 'warga', 'surakarta', 'tuduh', 'jokowi', 'ingkar', 'janji', 'tntg']",2
Tue Apr 29 15:45:37 +0000 2025,1,@STresnowati1 @SianiparRismon @jokowi @UGMYogyakarta untuk tau keaslian ijazah jokowi tdk perlu ke lembaga pendidikan yg mengeluarkannya. cukup uji forensik (uji karbon uji digital dll) saya yakin bisa kok. yg harus difahami bhw jkw itu picik tkg adu domba penjahat dan pengecut. stop jd bemper pencoleng lmbga pndidikan!!,in,0,0,0,untuk tau keaslian ijazah jokowi tdk perlu ke lembaga pendidikan yg mengeluarkannya cukup uji forensik uji karbon uji digital dll saya yakin bisa kok yg harus difahami bhw jkw itu picik tkg adu domba penjahat dan pengecut stop jd bemper pencoleng lmbga pndidikan,untuk tau keaslian ijazah jokowi tidak perlu ke lembaga pendidikan yang mengeluarkannya cukup uji forensik uji karbon uji digital dll saya yakin bisa kok yang harus difahami bhw jokowi itu picik tkg adu domba penjahat dan pengecut stop jd bemper pencoleng lmbga pndidikan,tau keaslian ijazah jokowi lembaga pendidikan mengeluarkannya uji forensik uji karbon uji digital dll difahami bhw jokowi picik tkg adu domba penjahat pengecut stop jd bemper pencoleng lmbga pndidikan,tau asli ijazah jokowi lembaga didik keluar uji forensik uji karbon uji digital dll difahami bhw jokowi picik tkg adu domba jahat kecut stop jd bemper coleng lmbga pndidikan,"['tau', 'asli', 'ijazah', 'jokowi', 'lembaga', 'didik', 'keluar', 'uji', 'forensik', 'uji', 'karbon', 'uji', 'digital', 'dll', 'difahami', 'bhw', 'jokowi', 'picik', 'tkg', 'adu', 'domba', 'jahat', 'kecut', 'stop', 'jd', 'bemper', 'coleng', 'lmbga', 'pndidikan']","['tau', 'asli', 'ijazah', 'jokowi', 'lembaga', 'didik', 'keluar', 'uji', 'forensik', 'uji', 'karbon', 'uji', 'digital', 'dll', 'difahami', 'bhw', 'jokowi', 'picik', 'tkg', 'adu', 'domba', 'jahat', 'kecut', 'stop', 'jd', 'bemper', 'coleng', 'lmbga', 'pndidikan']",4
Tue Apr 29 15:44:20 +0000 2025,2,@DianSandiU klo punya niat baik untuk Indonesia ikut membuktikan Asli atw palsunya ijazah @jokowi dukung terus orang yg nuduh palsu untuk membuktikan spy clear dan bagus nama jokowi dan terhinalah mereka yg menuduh palsu,in,0,3,0,klo punya niat baik untuk indonesia ikut membuktikan asli atw palsunya ijazah dukung terus orang yg nuduh palsu untuk membuktikan spy clear dan bagus nama jokowi dan terhinalah mereka yg menuduh palsu,kalau punya niat baik untuk indonesia ikut membuktikan asli atw palsunya ijazah dukung terus orang yang nuduh palsu untuk membuktikan spy clear dan bagus nama jokowi dan terhinalah mereka yang menuduh palsu,niat indonesia membuktikan asli atw palsunya ijazah dukung orang nuduh palsu membuktikan spy clear bagus nama jokowi terhinalah menuduh palsu,niat indonesia bukti asli atw palsu ijazah dukung orang nuduh palsu bukti spy clear bagus nama jokowi hina tuduh palsu,"['niat', 'indonesia', 'bukti', 'asli', 'atw', 'palsu', 'ijazah', 'dukung', 'orang', 'nuduh', 'palsu', 'bukti', 'spy', 'clear', 'bagus', 'nama', 'jokowi', 'hina', 'tuduh', 'palsu']","['niat', 'indonesia', 'bukti', 'asli', 'atw', 'palsu', 'ijazah', 'dukung', 'orang', 'nuduh', 'palsu', 'bukti', 'spy', 'clear', 'bagus', 'nama', 'jokowi', 'hina', 'tuduh', 'palsu']",1
Tue Apr 29 15:40:00 +0000 2025,0,@rudiantowira771 @tham878 jokowi sendiri mengakui IPK nya dibawah 2 gimana bisa dapat ijazah https://t.co/3H7GvzNIqM,in,0,0,0,jokowi sendiri mengakui ipk nya dibawah gimana bisa dapat ijazah,jokowi sendiri mengakui ipk nya dibawah gimana bisa dapat ijazah,jokowi mengakui ipk nya dibawah gimana ijazah,jokowi aku ipk nya bawah gimana ijazah,"['jokowi', 'aku', 'ipk', 'nya', 'bawah', 'gimana', 'ijazah']","['jokowi', 'aku', 'ipk', 'nya', 'bawah', 'gimana', 'ijazah']",4
Tue Apr 29 15:39:58 +0000 2025,2,Sangat Setuju dgn apa yg disampaikan oleh Pak @realAmienRais hendaknya Presiden @prabowo segera perintahkan Lembaga Peradilan utk selesaikan hiruk pikuk terkait Ijazah Jokowi. Agar segera selesai secara terang benderang dg Pengadilan yg terbuka &amp; disiarkan pd Media Televisi..,in,0,1,0,sangat setuju dgn apa yg disampaikan oleh pak hendaknya presiden segera perintahkan lembaga peradilan utk selesaikan hiruk pikuk terkait ijazah jokowi agar segera selesai secara terang benderang dg pengadilan yg terbuka amp disiarkan pd media televisi,sangat setuju dengan apa yang disampaikan oleh pak hendaknya presiden segera perintahkan lembaga peradilan untuk selesaikan hiruk pikuk terkait ijazah jokowi agar segera selesai secara terang benderang dg pengadilan yang terbuka amp disiarkan pd media televisi,setuju presiden perintahkan lembaga peradilan selesaikan hiruk pikuk terkait ijazah jokowi selesai terang benderang dg pengadilan terbuka amp disiarkan pd media televisi,tuju presiden perintah lembaga adil selesai hiruk pikuk kait ijazah jokowi selesai terang benderang dg adil buka amp siar pd media televisi,"['tuju', 'presiden', 'perintah', 'lembaga', 'adil', 'selesai', 'hiruk', 'pikuk', 'kait', 'ijazah', 'jokowi', 'selesai', 'terang', 'benderang', 'dg', 'adil', 'buka', 'amp', 'siar', 'pd', 'media', 'televisi']","['tuju', 'presiden', 'perintah', 'lembaga', 'adil', 'selesai', 'hiruk', 'pikuk', 'kait', 'ijazah', 'jokowi', 'selesai', 'terang', 'benderang', 'dg', 'adil', 'buka', 'amp', 'siar', 'pd', 'media', 'televisi']",2
Tue Apr 29 15:36:05 +0000 2025,152,TERUS TERANG... DULU saya kurang sreg dgn dr Tifa dan Roy Suryo termasuk Rocky Gerung. Tapi sekarang saya setuju dgn mereka karena satu keyakinan yg sama yaitu dugaan IJAZAH PALSU Jokowi. Kepercayaan trhdp seseorang itu bisa berubah tergantung sikap dan persepsi. @__AnakKolong https://t.co/xSUpPTgZTA,in,3,14,36,terus terang dulu saya kurang sreg dgn dr tifa dan roy suryo termasuk rocky gerung tapi sekarang saya setuju dgn mereka karena satu keyakinan yg sama yaitu dugaan ijazah palsu jokowi kepercayaan trhdp seseorang itu bisa berubah tergantung sikap dan persepsi,terus terang dulu saya kurang sreg dengan dr tifa dan roy suryo termasuk rocky gerung tapi sekarang saya setuju dengan mereka karena satu keyakinan yang sama yaitu dugaan ijazah palsu jokowi kepercayaan trhdp seseorang itu bisa berubah tergantung sikap dan persepsi,terang kurang sreg dr tifa roy suryo rocky gerung setuju keyakinan dugaan ijazah palsu jokowi kepercayaan trhdp berubah tergantung sikap persepsi,terang kurang sreg dr tifa roy suryo rocky gerung tuju yakin duga ijazah palsu jokowi percaya trhdp ubah gantung sikap persepsi,"['terang', 'kurang', 'sreg', 'dr', 'tifa', 'roy', 'suryo', 'rocky', 'gerung', 'tuju', 'yakin', 'duga', 'ijazah', 'palsu', 'jokowi', 'percaya', 'trhdp', 'ubah', 'gantung', 'sikap', 'persepsi']","['terang', 'kurang', 'sreg', 'dr', 'tifa', 'roy', 'suryo', 'rocky', 'gerung', 'tuju', 'yakin', 'duga', 'ijazah', 'palsu', 'jokowi', 'percaya', 'trhdp', 'ubah', 'gantung', 'sikap', 'persepsi']",1
Tue Apr 29 15:33:30 +0000 2025,0,@ApriliaLin Sudah melihat Ijazah Jokowi yang asli?,in,0,0,0,sudah melihat ijazah jokowi yang asli,sudah melihat ijazah jokowi yang asli,ijazah jokowi asli,ijazah jokowi asli,"['ijazah', 'jokowi', 'asli']","['ijazah', 'jokowi', 'asli']",4
Tue Apr 29 15:15:19 +0000 2025,0,JOKOWI PANIK TANGGAPI SERUAN AKSI DI MEDIA SOSIAL TERKAIT IJAZAH UNIVERSITAS GAJAH MADA https://t.co/l8cO9HSvng,in,0,0,0,jokowi panik tanggapi seruan aksi di media sosial terkait ijazah universitas gajah mada,jokowi panik tanggapi seruan aksi di media sosial terkait ijazah universitas gajah mada,jokowi panik tanggapi seruan aksi media sosial terkait ijazah universitas gajah mada,jokowi panik tanggap seru aksi media sosial kait ijazah universitas gajah mada,"['jokowi', 'panik', 'tanggap', 'seru', 'aksi', 'media', 'sosial', 'kait', 'ijazah', 'universitas', 'gajah', 'mada']","['jokowi', 'panik', 'tanggap', 'seru', 'aksi', 'media', 'sosial', 'kait', 'ijazah', 'universitas', 'gajah', 'mada']",4
Tue Apr 29 15:14:53 +0000 2025,2,@AbrSamad Ga usah bias....fokus aja soal adili jokowi terkait ijazah palsu. Sgala sesuatu yg berkaitan dgn bukti otentik sehrs disampaikan nanti di persidangan jgn malah dibeberkan disini sibuk seolah nyari dukungan utk mengaminkan hoax yg klian buat sendiri.,in,0,3,0,ga usah biasfokus aja soal adili jokowi terkait ijazah palsu sgala sesuatu yg berkaitan dgn bukti otentik sehrs disampaikan nanti di persidangan jgn malah dibeberkan disini sibuk seolah nyari dukungan utk mengaminkan hoax yg klian buat sendiri,tidak usah biasfokus aja soal adili jokowi terkait ijazah palsu sgala sesuatu yang berkaitan dengan bukti otentik sehrs disampaikan nanti di persidangan jgn malah dibeberkan disini sibuk seolah nyari dukungan untuk mengaminkan hoax yang klian buat sendiri,biasfokus aja soal adili jokowi terkait ijazah palsu sgala berkaitan bukti otentik sehrs persidangan jgn dibeberkan sibuk nyari dukungan mengaminkan hoax klian,biasfokus aja soal adil jokowi kait ijazah palsu sgala kait bukti otentik sehrs sidang jgn beber sibuk nyari dukung amin hoax klian,"['biasfokus', 'aja', 'soal', 'adil', 'jokowi', 'kait', 'ijazah', 'palsu', 'sgala', 'kait', 'bukti', 'otentik', 'sehrs', 'sidang', 'jgn', 'beber', 'sibuk', 'nyari', 'dukung', 'amin', 'hoax', 'klian']","['biasfokus', 'aja', 'soal', 'adil', 'jokowi', 'kait', 'ijazah', 'palsu', 'sgala', 'kait', 'bukti', 'otentik', 'sehrs', 'sidang', 'jgn', 'beber', 'sibuk', 'nyari', 'dukung', 'amin', 'hoax', 'klian']",2
Tue Apr 29 15:14:20 +0000 2025,0,@yusuf_dumdum bagai mana dengan kasus ijazah palsu si @jokowi yg sedang di usut ? semga ini bukan upaya bwt melindungi sikeparat ini krna dia sdh bkn pejabat atau institusi kemudia para penjilatnya berhasil mengkriminalisasi para pejuang kebenaran @SianiparRismon @DokterTifa @RoySuryo_asli,in,0,0,1,bagai mana dengan kasus ijazah palsu si yg sedang di usut semga ini bukan upaya bwt melindungi sikeparat ini krna dia sdh bkn pejabat atau institusi kemudia para penjilatnya berhasil mengkriminalisasi para pejuang kebenaran,bagai mana dengan kasus ijazah palsu si yang sedang di usut semga ini bukan upaya bwt melindungi sikeparat ini krna dia sdh bkn pejabat atau institusi kemudia para penjilatnya berhasil mengkriminalisasi para pejuang kebenaran,ijazah palsu si usut semga upaya bwt melindungi sikeparat krna sdh bkn pejabat institusi kemudia penjilatnya berhasil mengkriminalisasi pejuang kebenaran,ijazah palsu si usut semga upaya bwt lindung sikeparat krna sdh bkn jabat institusi kemudia jilat hasil kriminalisasi juang benar,"['ijazah', 'palsu', 'si', 'usut', 'semga', 'upaya', 'bwt', 'lindung', 'sikeparat', 'krna', 'sdh', 'bkn', 'jabat', 'institusi', 'kemudia', 'jilat', 'hasil', 'kriminalisasi', 'juang', 'benar']","['ijazah', 'palsu', 'si', 'usut', 'semga', 'upaya', 'bwt', 'lindung', 'sikeparat', 'krna', 'sdh', 'bkn', 'jabat', 'institusi', 'kemudia', 'jilat', 'hasil', 'kriminalisasi', 'juang', 'benar']",2
Tue Apr 29 15:13:19 +0000 2025,0,@alisyarief Org tidak waras otak nya yg percaya ijazah jokowi asli,in,0,1,0,org tidak waras otak nya yg percaya ijazah jokowi asli,org tidak waras otak nya yang percaya ijazah jokowi asli,org waras otak nya percaya ijazah jokowi asli,org waras otak nya percaya ijazah jokowi asli,"['org', 'waras', 'otak', 'nya', 'percaya', 'ijazah', 'jokowi', 'asli']","['org', 'waras', 'otak', 'nya', 'percaya', 'ijazah', 'jokowi', 'asli']",4
Tue Apr 29 15:11:14 +0000 2025,2,@SianiparRismon Luar biasa Diksi baik narasi Ilmiah Abang RSN DKK di Rakyat Bersuara. Tanpa putusan Pengadilan Abang Rismon Dkk menang dan benar berdasarkan bukti dokumen asli skripsi Jokowi dari UGM terjadi Anakronisme. Imposible Jokowi punya ijazah. Pengadilan juga lembaga mana bisa menafikan,in,0,0,0,luar biasa diksi baik narasi ilmiah abang rsn dkk di rakyat bersuara tanpa putusan pengadilan abang rismon dkk menang dan benar berdasarkan bukti dokumen asli skripsi jokowi dari ugm terjadi anakronisme imposible jokowi punya ijazah pengadilan juga lembaga mana bisa menafikan,luar biasa diksi baik narasi ilmiah abang rsn dkk di rakyat bersuara tanpa putusan pengadilan abang rismon dkk menang dan benar berdasarkan bukti dokumen asli skripsi jokowi dari ugm terjadi anakronisme imposible jokowi punya ijazah pengadilan juga lembaga mana bisa menafikan,diksi narasi ilmiah abang rsn dkk rakyat bersuara putusan pengadilan abang rismon dkk menang berdasarkan bukti dokumen asli skripsi jokowi ugm anakronisme imposible jokowi ijazah pengadilan lembaga menafikan,diksi narasi ilmiah abang rsn dkk rakyat suara putus adil abang rismon dkk menang dasar bukti dokumen asli skripsi jokowi ugm anakronisme imposible jokowi ijazah adil lembaga nafi,"['diksi', 'narasi', 'ilmiah', 'abang', 'rsn', 'dkk', 'rakyat', 'suara', 'putus', 'adil', 'abang', 'rismon', 'dkk', 'menang', 'dasar', 'bukti', 'dokumen', 'asli', 'skripsi', 'jokowi', 'ugm', 'anakronisme', 'imposible', 'jokowi', 'ijazah', 'adil', 'lembaga', 'nafi']","['diksi', 'narasi', 'ilmiah', 'abang', 'rsn', 'dkk', 'rakyat', 'suara', 'putus', 'adil', 'abang', 'rismon', 'dkk', 'menang', 'dasar', 'bukti', 'dokumen', 'asli', 'skripsi', 'jokowi', 'ugm', 'anakronisme', 'imposible', 'jokowi', 'ijazah', 'adil', 'lembaga', 'nafi']",2
Tue Apr 29 15:10:11 +0000 2025,4,@TOPssstt @RIPDEMOKRASI @MatahariTerbitE @H4T14K4LN4L42 @UGMYogyakarta @DPR_RI @Bara___Akbar @_aji_satrio_ @Cak_Kancil007 @jokowi @gibran_tweet @IrawanRommi makanya mereka pake pasal tuduhan penghasutan di muka umum berdasarkan Pasal 160 KUHP karena menyebarkan isu ijazah palsu jokowi tapi para terlapor nyali nya gak ciut kog senyumin aja https://t.co/XXuJRB7D9F,in,0,1,0,makanya mereka pake pasal tuduhan penghasutan di muka umum berdasarkan pasal kuhp karena menyebarkan isu ijazah palsu jokowi tapi para terlapor nyali nya gak ciut kog senyumin aja,makanya mereka pake pasal tuduhan penghasutan di muka umum berdasarkan pasal kuhp karena menyebarkan isu ijazah palsu jokowi tapi para terlapor nyali nya tidak ciut kog senyumin aja,pake pasal tuduhan penghasutan muka berdasarkan pasal kuhp menyebarkan isu ijazah palsu jokowi terlapor nyali nya ciut kog senyumin aja,pake pasal tuduh hasut muka dasar pasal kuhp sebar isu ijazah palsu jokowi lapor nyali nya ciut kog senyumin aja,"['pake', 'pasal', 'tuduh', 'hasut', 'muka', 'dasar', 'pasal', 'kuhp', 'sebar', 'isu', 'ijazah', 'palsu', 'jokowi', 'lapor', 'nyali', 'nya', 'ciut', 'kog', 'senyumin', 'aja']","['pake', 'pasal', 'tuduh', 'hasut', 'muka', 'dasar', 'pasal', 'kuhp', 'sebar', 'isu', 'ijazah', 'palsu', 'jokowi', 'lapor', 'nyali', 'nya', 'ciut', 'kog', 'senyumin', 'aja']",1
Tue Apr 29 15:08:27 +0000 2025,0,@KompasTV Laporan Khusus. TIDAK ADA pemakzulan Wapres! ADI PRAYITNO JGN TERUS MEMOJOKKN Keluarga Pak Jokowi @gibran_tweet @jokowi @prabowo UTK ZAENAL MOCHTAR: TDK ADA MASALAH Dg Ijazah Wapres Maupun Pak Jokowi @kaesangp JGN MENERUSKN FITNAH! @ListyoSigitP @Yusrilihza_Mhd,in,0,0,0,laporan khusus tidak ada pemakzulan wapres adi prayitno jgn terus memojokkn keluarga pak jokowi utk zaenal mochtar tdk ada masalah dg ijazah wapres maupun pak jokowi jgn meneruskn fitnah,laporan khusus tidak ada pemakzulan wapres adi prayitno jgn terus memojokkn keluarga pak jokowi untuk zaenal mochtar tidak ada masalah dg ijazah wapres maupun pak jokowi jgn meneruskn fitnah,laporan khusus pemakzulan wapres adi prayitno jgn memojokkn keluarga jokowi zaenal mochtar dg ijazah wapres jokowi jgn meneruskn fitnah,lapor khusus makzul wapres adi prayitno jgn memojokkn keluarga jokowi zaenal mochtar dg ijazah wapres jokowi jgn meneruskn fitnah,"['lapor', 'khusus', 'makzul', 'wapres', 'adi', 'prayitno', 'jgn', 'memojokkn', 'keluarga', 'jokowi', 'zaenal', 'mochtar', 'dg', 'ijazah', 'wapres', 'jokowi', 'jgn', 'meneruskn', 'fitnah']","['lapor', 'khusus', 'makzul', 'wapres', 'adi', 'prayitno', 'jgn', 'memojokkn', 'keluarga', 'jokowi', 'zaenal', 'mochtar', 'dg', 'ijazah', 'wapres', 'jokowi', 'jgn', 'meneruskn', 'fitnah']",4
Tue Apr 29 15:07:00 +0000 2025,0,Terungkap! Ganjar Pernah Beri Kartu Alumni UGM ke Jokowi Kini Ogah Respons Tuduhan Ijazah Palsu Berita lengkapnya klik disini : https://t.co/Q2A161fTRq https://t.co/dcgLiz1Yat,in,0,0,0,terungkap ganjar pernah beri kartu alumni ugm ke jokowi kini ogah respons tuduhan ijazah palsu berita lengkapnya klik disini,terungkap ganjar pernah beri kartu alumni ugm ke jokowi kini ogah respons tuduhan ijazah palsu berita lengkapnya klik disini,terungkap ganjar kartu alumni ugm jokowi ogah respons tuduhan ijazah palsu berita lengkapnya klik,ungkap ganjar kartu alumni ugm jokowi ogah respons tuduh ijazah palsu berita lengkap klik,"['ungkap', 'ganjar', 'kartu', 'alumni', 'ugm', 'jokowi', 'ogah', 'respons', 'tuduh', 'ijazah', 'palsu', 'berita', 'lengkap', 'klik']","['ungkap', 'ganjar', 'kartu', 'alumni', 'ugm', 'jokowi', 'ogah', 'respons', 'tuduh', 'ijazah', 'palsu', 'berita', 'lengkap', 'klik']",0
Tue Apr 29 15:06:45 +0000 2025,0,@__LOVE_AG4EVER @jokowi Analisa loe itu analisa orang yg ingin mengalihkan isu dari mana loe bisa menyimpulkan itu semua? Persoalsn ijazah palsu itu murni dari masyarakat yg sudah muak dengan segala kemunafikan dinegeri ini seperti Rismon Sianipar dia memiliki kewajiban moral dg ilmu yg dimilikinya,in,0,0,0,analisa loe itu analisa orang yg ingin mengalihkan isu dari mana loe bisa menyimpulkan itu semua persoalsn ijazah palsu itu murni dari masyarakat yg sudah muak dengan segala kemunafikan dinegeri ini seperti rismon sianipar dia memiliki kewajiban moral dg ilmu yg dimilikinya,analisa loe itu analisa orang yang ingin mengalihkan isu dari mana loe bisa menyimpulkan itu semua persoalsn ijazah palsu itu murni dari masyarakat yang sudah muak dengan segala kemunafikan dinegeri ini seperti rismon sianipar dia memiliki kewajiban moral dg ilmu yang dimilikinya,analisa loe analisa orang mengalihkan isu loe menyimpulkan persoalsn ijazah palsu murni masyarakat muak kemunafikan dinegeri rismon sianipar memiliki kewajiban moral dg ilmu dimilikinya,analisa loe analisa orang alih isu loe simpul persoalsn ijazah palsu murni masyarakat muak munafik negeri rismon sianipar milik wajib moral dg ilmu milik,"['analisa', 'loe', 'analisa', 'orang', 'alih', 'isu', 'loe', 'simpul', 'persoalsn', 'ijazah', 'palsu', 'murni', 'masyarakat', 'muak', 'munafik', 'negeri', 'rismon', 'sianipar', 'milik', 'wajib', 'moral', 'dg', 'ilmu', 'milik']","['analisa', 'loe', 'analisa', 'orang', 'alih', 'isu', 'loe', 'simpul', 'persoalsn', 'ijazah', 'palsu', 'murni', 'masyarakat', 'muak', 'munafik', 'negeri', 'rismon', 'sianipar', 'milik', 'wajib', 'moral', 'dg', 'ilmu', 'milik']",1
Tue Apr 29 15:05:07 +0000 2025,0,@MasBRO_back Dia pikir pernyataannya bisa membuat pencari keadilan dan kebenaran status ijazah jokowi akan berhenti mempersoalkannya,in,0,0,0,dia pikir pernyataannya bisa membuat pencari keadilan dan kebenaran status ijazah jokowi akan berhenti mempersoalkannya,dia pikir pernyataannya bisa membuat pencari keadilan dan kebenaran status ijazah jokowi akan berhenti mempersoalkannya,pikir pernyataannya pencari keadilan kebenaran status ijazah jokowi berhenti mempersoalkannya,pikir nyata cari adil benar status ijazah jokowi henti soal,"['pikir', 'nyata', 'cari', 'adil', 'benar', 'status', 'ijazah', 'jokowi', 'henti', 'soal']","['pikir', 'nyata', 'cari', 'adil', 'benar', 'status', 'ijazah', 'jokowi', 'henti', 'soal']",2
Tue Apr 29 15:03:59 +0000 2025,0,@RabukNusantara @aewin86 Si RS ini anjing budug ngapain juga urusin Ijazah nya Jokowi memang nya Jokowi salah apa? Wakil Rektor UGM sdh menyatakan Jokowi angkatan thn 80 Fakultas Kehutanan UGM dan lulus thn 85,in,0,0,0,si rs ini anjing budug ngapain juga urusin ijazah nya jokowi memang nya jokowi salah apa wakil rektor ugm sdh menyatakan jokowi angkatan thn fakultas kehutanan ugm dan lulus thn,si rs ini anjing budug ngapain juga urusin ijazah nya jokowi memang nya jokowi salah apa wakil rektor ugm sdh menyatakan jokowi angkatan thn fakultas kehutanan ugm dan lulus thn,si rs anjing budug ngapain urusin ijazah nya jokowi nya jokowi salah wakil rektor ugm sdh jokowi angkatan thn fakultas kehutanan ugm lulus thn,si rs anjing budug ngapain urusin ijazah nya jokowi nya jokowi salah wakil rektor ugm sdh jokowi angkat thn fakultas hutan ugm lulus thn,"['si', 'rs', 'anjing', 'budug', 'ngapain', 'urusin', 'ijazah', 'nya', 'jokowi', 'nya', 'jokowi', 'salah', 'wakil', 'rektor', 'ugm', 'sdh', 'jokowi', 'angkat', 'thn', 'fakultas', 'hutan', 'ugm', 'lulus', 'thn']","['si', 'rs', 'anjing', 'budug', 'ngapain', 'urusin', 'ijazah', 'nya', 'jokowi', 'nya', 'jokowi', 'salah', 'wakil', 'rektor', 'ugm', 'sdh', 'jokowi', 'angkat', 'thn', 'fakultas', 'hutan', 'ugm', 'lulus', 'thn']",0
